country,date,infections,infections_new,infections_new_normed,deaths,deaths_new,deaths_per_infection,deaths_per_infection_new,datetime,continent
Honduras, 3/18/2020,9.0,1.0,1.2,0.0,0.0,0.0,0.0,2020-03-18,North America
Hungary, 3/18/2020,58.0,8.0,7.4,1.0,0.0,0.017241379310344827,0.0,2020-03-18,Europe
Iceland, 3/18/2020,250.0,30.0,23.4,1.0,0.0,0.004,0.0,2020-03-18,Europe
India, 3/18/2020,156.0,14.0,13.8,3.0,0.0,0.019230769230769232,0.0,2020-03-18,Asia
Indonesia, 3/18/2020,227.0,55.0,27.6,19.0,14.0,0.08370044052863436,0.2545454545454545,2020-03-18,Asia
Iran, 3/18/2020,17361.0,1192.0,1218.8,1135.0,147.0,0.06537641840907782,0.12332214765100671,2020-03-18,Asia
Iraq, 3/18/2020,164.0,10.0,16.6,12.0,1.0,0.07317073170731707,0.1,2020-03-18,Asia
Ireland, 3/18/2020,292.0,69.0,36.0,2.0,0.0,0.00684931506849315,0.0,2020-03-18,Europe
Israel, 3/18/2020,304.0,54.0,30.0,0.0,0.0,0.0,0.0,2020-03-18,Asia
Italy, 3/18/2020,35713.0,4207.0,3808.8,2978.0,475.0,0.08338700193206955,0.11290705966246732,2020-03-18,Europe
Jamaica, 3/18/2020,13.0,1.0,2.0,0.0,0.0,0.0,0.0,2020-03-18,North America
Japan, 3/18/2020,889.0,11.0,47.8,29.0,0.0,0.03262092238470191,0.0,2020-03-18,Asia
Jordan, 3/18/2020,52.0,18.0,6.6,0.0,0.0,0.0,0.0,2020-03-18,Asia
Kazakhstan, 3/18/2020,35.0,2.0,6.6,0.0,0.0,0.0,0.0,2020-03-18,Asia
Kenya, 3/18/2020,3.0,0.0,0.6,0.0,0.0,0.0,,2020-03-18,Africa
"Korea, South", 3/18/2020,8413.0,93.0,90.2,84.0,3.0,0.009984547723760846,0.03225806451612903,2020-03-18,Asia
Kosovo, 3/18/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-18,Europe
Kuwait, 3/18/2020,142.0,12.0,10.0,0.0,0.0,0.0,0.0,2020-03-18,Asia
Kyrgyzstan, 3/18/2020,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-18,Asia
Laos, 3/18/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-18,Asia
Latvia, 3/18/2020,71.0,22.0,7.8,0.0,0.0,0.0,0.0,2020-03-18,Europe
Lebanon, 3/18/2020,133.0,13.0,11.8,3.0,0.0,0.022556390977443608,0.0,2020-03-18,Asia
Liberia, 3/18/2020,2.0,1.0,0.2,0.0,0.0,0.0,0.0,2020-03-18,Africa
Libya, 3/18/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-18,Africa
Liechtenstein, 3/18/2020,28.0,21.0,1.2,0.0,0.0,0.0,0.0,2020-03-18,Europe
Lithuania, 3/18/2020,27.0,2.0,4.4,0.0,0.0,0.0,0.0,2020-03-18,Europe
Luxembourg, 3/18/2020,203.0,63.0,24.2,2.0,1.0,0.009852216748768473,0.015873015873015872,2020-03-18,Europe
Madagascar, 3/18/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-18,Africa
Malaysia, 3/18/2020,790.0,117.0,104.8,2.0,0.0,0.002531645569620253,0.0,2020-03-18,Asia
Maldives, 3/18/2020,13.0,0.0,1.0,0.0,0.0,0.0,,2020-03-18,Asia
Mali, 3/18/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-18,Africa
Malta, 3/18/2020,38.0,0.0,6.4,0.0,0.0,0.0,,2020-03-18,Europe
Mauritania, 3/18/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-18,Africa
Mauritius, 3/18/2020,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-18,Africa
Mexico, 3/18/2020,93.0,11.0,14.0,0.0,0.0,0.0,0.0,2020-03-18,North America
Moldova, 3/18/2020,30.0,0.0,5.4,1.0,1.0,0.03333333333333333,inf,2020-03-18,Europe
Monaco, 3/18/2020,7.0,0.0,1.0,0.0,0.0,0.0,,2020-03-18,Europe
Mongolia, 3/18/2020,6.0,1.0,0.8,0.0,0.0,0.0,0.0,2020-03-18,Asia
Montenegro, 3/18/2020,2.0,0.0,0.4,0.0,0.0,0.0,,2020-03-18,Europe
Morocco, 3/18/2020,49.0,11.0,6.4,2.0,0.0,0.04081632653061224,0.0,2020-03-18,Africa
Mozambique, 3/18/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-18,Africa
MS Zaandam, 3/18/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-18,Other
Namibia, 3/18/2020,2.0,0.0,0.4,0.0,0.0,0.0,,2020-03-18,Africa
Nepal, 3/18/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-18,Asia
Netherlands, 3/18/2020,2058.0,347.0,241.6,58.0,15.0,0.028182701652089408,0.043227665706051875,2020-03-18,Europe
New Zealand, 3/18/2020,20.0,8.0,1.4,0.0,0.0,0.0,0.0,2020-03-18,Oceania
Nicaragua, 3/18/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-18,North America
Niger, 3/18/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-18,Africa
Nigeria, 3/18/2020,8.0,5.0,0.2,0.0,0.0,0.0,0.0,2020-03-18,Africa
North Macedonia, 3/18/2020,35.0,9.0,3.8,0.0,0.0,0.0,0.0,2020-03-18,Europe
Norway, 3/18/2020,1550.0,87.0,152.2,6.0,3.0,0.003870967741935484,0.034482758620689655,2020-03-18,Europe
Oman, 3/18/2020,39.0,15.0,1.2,0.0,0.0,0.0,0.0,2020-03-18,Asia
Pakistan, 3/18/2020,299.0,63.0,43.2,0.0,0.0,0.0,0.0,2020-03-18,Asia
Panama, 3/18/2020,86.0,17.0,11.6,1.0,0.0,0.011627906976744186,0.0,2020-03-18,North America
Papua New Guinea, 3/18/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-18,Oceania
Paraguay, 3/18/2020,11.0,2.0,0.8,0.0,0.0,0.0,0.0,2020-03-18,South America
Peru, 3/18/2020,145.0,28.0,20.4,0.0,0.0,0.0,0.0,2020-03-18,South America
Philippines, 3/18/2020,202.0,15.0,27.0,19.0,7.0,0.09405940594059406,0.4666666666666667,2020-03-18,Asia
Poland, 3/18/2020,251.0,13.0,37.8,5.0,0.0,0.0199203187250996,0.0,2020-03-18,Europe
Portugal, 3/18/2020,448.0,0.0,77.8,2.0,1.0,0.004464285714285714,inf,2020-03-18,Europe
Qatar, 3/18/2020,452.0,13.0,35.4,0.0,0.0,0.0,0.0,2020-03-18,Asia
Romania, 3/18/2020,260.0,76.0,27.0,0.0,0.0,0.0,0.0,2020-03-18,Europe
Russia, 3/18/2020,147.0,33.0,17.2,0.0,0.0,0.0,0.0,2020-03-18,Europe
Rwanda, 3/18/2020,8.0,1.0,1.4,0.0,0.0,0.0,0.0,2020-03-18,Africa
Saint Kitts and Nevis, 3/18/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-18,North America
Saint Lucia, 3/18/2020,2.0,0.0,0.4,0.0,0.0,0.0,,2020-03-18,North America
Saint Vincent and the Grenadines, 3/18/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-18,North America
San Marino, 3/18/2020,119.0,10.0,8.0,11.0,4.0,0.09243697478991597,0.4,2020-03-18,Europe
Saudi Arabia, 3/18/2020,171.0,0.0,25.2,0.0,0.0,0.0,,2020-03-18,Asia
Senegal, 3/18/2020,31.0,5.0,4.4,0.0,0.0,0.0,0.0,2020-03-18,Africa
Serbia, 3/18/2020,83.0,18.0,9.2,0.0,0.0,0.0,0.0,2020-03-18,Europe
Seychelles, 3/18/2020,4.0,0.0,0.8,0.0,0.0,0.0,,2020-03-18,Africa
Singapore, 3/18/2020,313.0,47.0,17.6,0.0,0.0,0.0,0.0,2020-03-18,Asia
Slovakia, 3/18/2020,105.0,33.0,11.2,1.0,1.0,0.009523809523809525,0.030303030303030304,2020-03-18,Europe
Slovenia, 3/18/2020,275.0,0.0,37.2,1.0,0.0,0.0036363636363636364,,2020-03-18,Europe
Somalia, 3/18/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-18,Africa
South Africa, 3/18/2020,116.0,54.0,9.0,0.0,0.0,0.0,0.0,2020-03-18,Africa
Spain, 3/18/2020,13910.0,2162.0,1894.2,623.0,90.0,0.04478792235801582,0.041628122109158186,2020-03-18,Europe
Sri Lanka, 3/18/2020,51.0,7.0,8.4,0.0,0.0,0.0,0.0,2020-03-18,Asia
Sudan, 3/18/2020,2.0,1.0,0.2,1.0,0.0,0.5,0.0,2020-03-18,Africa
Suriname, 3/18/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-18,South America
Sweden, 3/18/2020,1279.0,89.0,118.2,10.0,3.0,0.007818608287724784,0.033707865168539325,2020-03-18,Europe
Switzerland, 3/18/2020,3028.0,328.0,409.6,28.0,1.0,0.009247027741083224,0.003048780487804878,2020-03-18,Europe
Syria, 3/18/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-18,Asia
Taiwan*, 3/18/2020,100.0,23.0,5.6,1.0,0.0,0.01,0.0,2020-03-18,Asia
Tanzania, 3/18/2020,3.0,2.0,0.2,0.0,0.0,0.0,0.0,2020-03-18,Africa
Thailand, 3/18/2020,212.0,35.0,21.4,1.0,0.0,0.0047169811320754715,0.0,2020-03-18,Asia
Timor-Leste, 3/18/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-18,Asia
Togo, 3/18/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-18,Africa
Trinidad and Tobago, 3/18/2020,7.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-18,North America
Tunisia, 3/18/2020,29.0,5.0,3.4,0.0,0.0,0.0,0.0,2020-03-18,Africa
Turkey, 3/18/2020,98.0,51.0,9.2,1.0,0.0,0.01020408163265306,0.0,2020-03-18,Asia
Uganda, 3/18/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-18,Africa
Ukraine, 3/18/2020,14.0,0.0,2.6,2.0,0.0,0.14285714285714285,,2020-03-18,Europe
United Arab Emirates, 3/18/2020,113.0,15.0,2.6,0.0,0.0,0.0,0.0,2020-03-18,Asia
United Kingdom, 3/18/2020,2642.0,682.0,300.2,72.0,16.0,0.02725208175624527,0.02346041055718475,2020-03-18,Europe
Uruguay, 3/18/2020,50.0,21.0,5.8,0.0,0.0,0.0,0.0,2020-03-18,South America
US, 3/18/2020,7783.0,1362.0,951.6,118.0,10.0,0.015161248875754851,0.007342143906020558,2020-03-18,North America
Uzbekistan, 3/18/2020,15.0,5.0,2.0,0.0,0.0,0.0,0.0,2020-03-18,Asia
Venezuela, 3/18/2020,36.0,3.0,6.6,0.0,0.0,0.0,0.0,2020-03-18,South America
Vietnam, 3/18/2020,75.0,9.0,5.4,0.0,0.0,0.0,0.0,2020-03-18,Asia
West Bank and Gaza, 3/18/2020,41.0,2.0,1.8,0.0,0.0,0.0,0.0,2020-03-18,Asia
Zambia, 3/18/2020,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-03-18,Africa
Zimbabwe, 3/18/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-18,Africa
Botswana, 3/18/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-18,Africa
Afghanistan, 3/19/2020,22.0,0.0,3.0,0.0,0.0,0.0,,2020-03-19,Asia
Albania, 3/19/2020,64.0,5.0,5.2,2.0,0.0,0.03125,0.0,2020-03-19,Europe
Algeria, 3/19/2020,87.0,13.0,9.6,9.0,2.0,0.10344827586206896,0.15384615384615385,2020-03-19,Africa
Andorra, 3/19/2020,53.0,14.0,7.6,0.0,0.0,0.0,0.0,2020-03-19,Europe
Angola, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,Africa
Antigua and Barbuda, 3/19/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-19,North America
Argentina, 3/19/2020,97.0,18.0,9.6,3.0,1.0,0.030927835051546393,0.05555555555555555,2020-03-19,South America
Armenia, 3/19/2020,115.0,31.0,15.2,0.0,0.0,0.0,0.0,2020-03-19,Asia
Australia, 3/19/2020,681.0,113.0,73.60000000000001,6.0,0.0,0.00881057268722467,0.0,2020-03-19,Oceania
Austria, 3/19/2020,2013.0,367.0,228.4,6.0,2.0,0.0029806259314456036,0.005449591280653951,2020-03-19,Europe
Azerbaijan, 3/19/2020,44.0,16.0,2.6,1.0,0.0,0.022727272727272728,0.0,2020-03-19,Asia
Bahamas, 3/19/2020,3.0,2.0,0.2,0.0,0.0,0.0,0.0,2020-03-19,North America
Bahrain, 3/19/2020,278.0,22.0,12.2,1.0,0.0,0.0035971223021582736,0.0,2020-03-19,Asia
Bangladesh, 3/19/2020,17.0,3.0,2.2,1.0,0.0,0.058823529411764705,0.0,2020-03-19,Asia
Barbados, 3/19/2020,5.0,3.0,0.4,0.0,0.0,0.0,0.0,2020-03-19,North America
Belarus, 3/19/2020,51.0,0.0,4.8,0.0,0.0,0.0,,2020-03-19,Europe
Belgium, 3/19/2020,1795.0,309.0,185.4,21.0,7.0,0.0116991643454039,0.022653721682847898,2020-03-19,Europe
Belize, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,North America
Benin, 3/19/2020,2.0,0.0,0.4,0.0,0.0,0.0,,2020-03-19,Africa
Bhutan, 3/19/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-19,Asia
Bolivia, 3/19/2020,12.0,0.0,1.8,0.0,0.0,0.0,,2020-03-19,South America
Bosnia and Herzegovina, 3/19/2020,63.0,25.0,5.0,0.0,0.0,0.0,0.0,2020-03-19,Europe
Brazil, 3/19/2020,621.0,249.0,44.2,6.0,3.0,0.00966183574879227,0.012048192771084338,2020-03-19,South America
Brunei, 3/19/2020,75.0,7.0,6.2,0.0,0.0,0.0,0.0,2020-03-19,Asia
Bulgaria, 3/19/2020,94.0,2.0,13.8,3.0,1.0,0.031914893617021274,0.5,2020-03-19,Europe
Burkina Faso, 3/19/2020,33.0,13.0,3.6,1.0,0.0,0.030303030303030304,0.0,2020-03-19,Africa
Burma, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,Asia
Cabo Verde, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,Africa
Cambodia, 3/19/2020,37.0,2.0,6.0,0.0,0.0,0.0,0.0,2020-03-19,Asia
Cameroon, 3/19/2020,13.0,3.0,1.6,0.0,0.0,0.0,0.0,2020-03-19,Africa
Canada, 3/19/2020,800.0,143.0,92.80000000000001,9.0,1.0,0.01125,0.006993006993006993,2020-03-19,North America
Central African Republic, 3/19/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-19,Africa
Chad, 3/19/2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Africa
Chile, 3/19/2020,238.0,0.0,39.0,0.0,0.0,0.0,,2020-03-19,South America
China, 3/19/2020,81156.0,54.0,31.399999999999995,3249.0,8.0,0.040034008576075704,0.14814814814814814,2020-03-19,Asia
Colombia, 3/19/2020,102.0,9.0,16.0,0.0,0.0,0.0,0.0,2020-03-19,South America
Congo (Brazzaville), 3/19/2020,3.0,2.0,0.2,0.0,0.0,0.0,0.0,2020-03-19,Africa
Congo (Kinshasa), 3/19/2020,14.0,10.0,0.4,0.0,0.0,0.0,0.0,2020-03-19,Africa
Costa Rica, 3/19/2020,69.0,19.0,5.4,1.0,1.0,0.014492753623188406,0.05263157894736842,2020-03-19,North America
Cote d'Ivoire, 3/19/2020,9.0,3.0,1.0,0.0,0.0,0.0,0.0,2020-03-19,Africa
Croatia, 3/19/2020,105.0,24.0,9.8,1.0,1.0,0.009523809523809525,0.041666666666666664,2020-03-19,Europe
Cuba, 3/19/2020,11.0,4.0,0.6,1.0,0.0,0.09090909090909091,0.0,2020-03-19,North America
Cyprus, 3/19/2020,67.0,18.0,7.0,0.0,0.0,0.0,0.0,2020-03-19,Europe
Czechia, 3/19/2020,694.0,230.0,64.6,0.0,0.0,0.0,0.0,2020-03-19,Europe
Denmark, 3/19/2020,1225.0,109.0,62.400000000000006,6.0,2.0,0.004897959183673469,0.01834862385321101,2020-03-19,Europe
Diamond Princess, 3/19/2020,712.0,0.0,1.2,7.0,0.0,0.009831460674157303,,2020-03-19,Other
Djibouti, 3/19/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-19,Africa
Dominica, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,North America
Dominican Republic, 3/19/2020,34.0,13.0,3.2,2.0,1.0,0.058823529411764705,0.07692307692307693,2020-03-19,North America
Ecuador, 3/19/2020,199.0,88.0,18.8,3.0,1.0,0.01507537688442211,0.011363636363636364,2020-03-19,South America
Egypt, 3/19/2020,256.0,60.0,23.2,6.0,0.0,0.0234375,0.0,2020-03-19,Africa
El Salvador, 3/19/2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,North America
Equatorial Guinea, 3/19/2020,6.0,2.0,0.8,0.0,0.0,0.0,0.0,2020-03-19,Africa
Eritrea, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,Africa
Estonia, 3/19/2020,267.0,9.0,35.8,0.0,0.0,0.0,0.0,2020-03-19,Europe
Eswatini, 3/19/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-19,Africa
Ethiopia, 3/19/2020,6.0,0.0,1.0,0.0,0.0,0.0,,2020-03-19,Africa
Fiji, 3/19/2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Oceania
Finland, 3/19/2020,400.0,64.0,36.2,0.0,0.0,0.0,0.0,2020-03-19,Europe
France, 3/19/2020,10970.0,1846.0,1088.6000000000001,244.0,95.0,0.022242479489516864,0.051462621885157094,2020-03-19,Europe
Gabon, 3/19/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-19,Africa
Gambia, 3/19/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-19,Africa
Georgia, 3/19/2020,40.0,2.0,2.6,0.0,0.0,0.0,0.0,2020-03-19,Asia
Germany, 3/19/2020,15320.0,2993.0,1730.4,44.0,16.0,0.0028720626631853785,0.0053458068827263614,2020-03-19,Europe
Ghana, 3/19/2020,11.0,4.0,1.4,0.0,0.0,0.0,0.0,2020-03-19,Africa
Greece, 3/19/2020,418.0,0.0,45.6,6.0,1.0,0.014354066985645933,inf,2020-03-19,Europe
Grenada, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,North America
Guatemala, 3/19/2020,9.0,3.0,1.2,1.0,0.0,0.1111111111111111,0.0,2020-03-19,North America
Guinea, 3/19/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-19,Africa
Guinea-Bissau, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,Africa
Guyana, 3/19/2020,7.0,0.0,1.2,1.0,0.0,0.14285714285714285,,2020-03-19,South America
Haiti, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,North America
Holy See, 3/19/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-19,Europe
Honduras, 3/19/2020,12.0,3.0,1.4,0.0,0.0,0.0,0.0,2020-03-19,North America
Hungary, 3/19/2020,73.0,15.0,7.8,1.0,0.0,0.0136986301369863,0.0,2020-03-19,Europe
Iceland, 3/19/2020,330.0,80.0,23.2,1.0,0.0,0.0030303030303030303,0.0,2020-03-19,Europe
India, 3/19/2020,194.0,38.0,14.8,4.0,1.0,0.020618556701030927,0.02631578947368421,2020-03-19,Asia
Indonesia, 3/19/2020,311.0,84.0,31.6,25.0,6.0,0.08038585209003216,0.07142857142857142,2020-03-19,Asia
Iran, 3/19/2020,18407.0,1046.0,1199.4,1284.0,149.0,0.06975607105992286,0.14244741873804972,2020-03-19,Asia
Iraq, 3/19/2020,192.0,28.0,12.6,13.0,1.0,0.06770833333333333,0.03571428571428571,2020-03-19,Asia
Ireland, 3/19/2020,557.0,265.0,40.4,3.0,1.0,0.005385996409335727,0.0037735849056603774,2020-03-19,Europe
Israel, 3/19/2020,427.0,123.0,35.6,0.0,0.0,0.0,0.0,2020-03-19,Asia
Italy, 3/19/2020,41035.0,5322.0,3610.6,3405.0,427.0,0.08297794565614719,0.08023299511461857,2020-03-19,Europe
Jamaica, 3/19/2020,15.0,2.0,1.0,1.0,1.0,0.06666666666666667,0.5,2020-03-19,North America
Japan, 3/19/2020,924.0,35.0,37.6,29.0,0.0,0.031385281385281384,0.0,2020-03-19,Asia
Jordan, 3/19/2020,69.0,17.0,10.2,0.0,0.0,0.0,0.0,2020-03-19,Asia
Kazakhstan, 3/19/2020,44.0,9.0,6.2,0.0,0.0,0.0,0.0,2020-03-19,Asia
Kenya, 3/19/2020,7.0,4.0,0.4,0.0,0.0,0.0,0.0,2020-03-19,Africa
"Korea, South", 3/19/2020,8565.0,152.0,86.8,91.0,7.0,0.010624635143023935,0.046052631578947366,2020-03-19,Asia
Kosovo, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,Europe
Kuwait, 3/19/2020,148.0,6.0,12.4,0.0,0.0,0.0,0.0,2020-03-19,Asia
Kyrgyzstan, 3/19/2020,3.0,0.0,0.6,0.0,0.0,0.0,,2020-03-19,Asia
Laos, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,Asia
Latvia, 3/19/2020,86.0,15.0,10.8,0.0,0.0,0.0,0.0,2020-03-19,Europe
Lebanon, 3/19/2020,157.0,24.0,11.2,4.0,1.0,0.025477707006369428,0.041666666666666664,2020-03-19,Asia
Liberia, 3/19/2020,2.0,0.0,0.4,0.0,0.0,0.0,,2020-03-19,Africa
Libya, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,Africa
Liechtenstein, 3/19/2020,28.0,0.0,5.4,0.0,0.0,0.0,,2020-03-19,Europe
Lithuania, 3/19/2020,36.0,9.0,4.2,0.0,0.0,0.0,0.0,2020-03-19,Europe
Luxembourg, 3/19/2020,335.0,132.0,33.8,4.0,2.0,0.011940298507462687,0.015151515151515152,2020-03-19,Europe
Madagascar, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,Africa
Malaysia, 3/19/2020,900.0,110.0,118.6,2.0,0.0,0.0022222222222222222,0.0,2020-03-19,Asia
Maldives, 3/19/2020,13.0,0.0,0.8,0.0,0.0,0.0,,2020-03-19,Asia
Mali, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,Africa
Malta, 3/19/2020,53.0,15.0,5.2,0.0,0.0,0.0,0.0,2020-03-19,Europe
Mauritania, 3/19/2020,2.0,1.0,0.2,0.0,0.0,0.0,0.0,2020-03-19,Africa
Mauritius, 3/19/2020,3.0,0.0,0.6,0.0,0.0,0.0,,2020-03-19,Africa
Mexico, 3/19/2020,118.0,25.0,16.2,1.0,1.0,0.00847457627118644,0.04,2020-03-19,North America
Moldova, 3/19/2020,49.0,19.0,4.8,1.0,0.0,0.02040816326530612,0.0,2020-03-19,Europe
Monaco, 3/19/2020,7.0,0.0,1.0,0.0,0.0,0.0,,2020-03-19,Europe
Mongolia, 3/19/2020,6.0,0.0,1.0,0.0,0.0,0.0,,2020-03-19,Asia
Montenegro, 3/19/2020,3.0,1.0,0.4,0.0,0.0,0.0,0.0,2020-03-19,Europe
Morocco, 3/19/2020,63.0,14.0,8.4,2.0,0.0,0.031746031746031744,0.0,2020-03-19,Africa
Mozambique, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,Africa
MS Zaandam, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,Other
Namibia, 3/19/2020,3.0,1.0,0.4,0.0,0.0,0.0,0.0,2020-03-19,Africa
Nepal, 3/19/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-19,Asia
Netherlands, 3/19/2020,2467.0,409.0,250.4,77.0,19.0,0.031211998378597488,0.04645476772616137,2020-03-19,Europe
New Zealand, 3/19/2020,28.0,8.0,3.0,0.0,0.0,0.0,0.0,2020-03-19,Oceania
Nicaragua, 3/19/2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,North America
Niger, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,Africa
Nigeria, 3/19/2020,8.0,0.0,1.2,0.0,0.0,0.0,,2020-03-19,Africa
North Macedonia, 3/19/2020,48.0,13.0,4.2,0.0,0.0,0.0,0.0,2020-03-19,Europe
Norway, 3/19/2020,1746.0,196.0,110.8,7.0,1.0,0.004009163802978236,0.00510204081632653,2020-03-19,Europe
Oman, 3/19/2020,48.0,9.0,4.0,0.0,0.0,0.0,0.0,2020-03-19,Asia
Pakistan, 3/19/2020,454.0,155.0,54.2,2.0,2.0,0.004405286343612335,0.012903225806451613,2020-03-19,Asia
Panama, 3/19/2020,109.0,23.0,11.8,1.0,0.0,0.009174311926605505,0.0,2020-03-19,North America
Papua New Guinea, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,Oceania
Paraguay, 3/19/2020,11.0,0.0,1.0,0.0,0.0,0.0,,2020-03-19,South America
Peru, 3/19/2020,234.0,89.0,23.4,0.0,0.0,0.0,0.0,2020-03-19,South America
Philippines, 3/19/2020,217.0,15.0,27.6,17.0,-2.0,0.07834101382488479,-0.13333333333333333,2020-03-19,Asia
Poland, 3/19/2020,355.0,104.0,36.6,5.0,0.0,0.014084507042253521,0.0,2020-03-19,Europe
Portugal, 3/19/2020,785.0,337.0,67.2,3.0,1.0,0.003821656050955414,0.002967359050445104,2020-03-19,Europe
Qatar, 3/19/2020,460.0,8.0,26.4,0.0,0.0,0.0,0.0,2020-03-19,Asia
Romania, 3/19/2020,277.0,17.0,34.2,0.0,0.0,0.0,0.0,2020-03-19,Europe
Russia, 3/19/2020,199.0,52.0,20.4,1.0,1.0,0.005025125628140704,0.019230769230769232,2020-03-19,Europe
Rwanda, 3/19/2020,8.0,0.0,1.6,0.0,0.0,0.0,,2020-03-19,Africa
Saint Kitts and Nevis, 3/19/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-19,North America
Saint Lucia, 3/19/2020,2.0,0.0,0.4,0.0,0.0,0.0,,2020-03-19,North America
Saint Vincent and the Grenadines, 3/19/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-19,North America
San Marino, 3/19/2020,119.0,0.0,7.8,11.0,0.0,0.09243697478991597,,2020-03-19,Europe
Saudi Arabia, 3/19/2020,274.0,103.0,17.0,0.0,0.0,0.0,0.0,2020-03-19,Asia
Senegal, 3/19/2020,31.0,0.0,4.2,0.0,0.0,0.0,,2020-03-19,Africa
Serbia, 3/19/2020,103.0,20.0,9.6,0.0,0.0,0.0,0.0,2020-03-19,Europe
Seychelles, 3/19/2020,6.0,2.0,0.8,0.0,0.0,0.0,0.0,2020-03-19,Africa
Singapore, 3/19/2020,345.0,32.0,22.6,0.0,0.0,0.0,0.0,2020-03-19,Asia
Slovakia, 3/19/2020,123.0,18.0,14.6,1.0,0.0,0.008130081300813009,0.0,2020-03-19,Europe
Slovenia, 3/19/2020,286.0,11.0,26.8,1.0,0.0,0.0034965034965034965,0.0,2020-03-19,Europe
Somalia, 3/19/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-19,Africa
South Africa, 3/19/2020,150.0,34.0,18.4,0.0,0.0,0.0,0.0,2020-03-19,Africa
Spain, 3/19/2020,17963.0,4053.0,1735.6,830.0,207.0,0.046206090296721035,0.05107327905255366,2020-03-19,Europe
Sri Lanka, 3/19/2020,60.0,9.0,9.0,0.0,0.0,0.0,0.0,2020-03-19,Asia
Sudan, 3/19/2020,2.0,0.0,0.2,1.0,0.0,0.5,,2020-03-19,Africa
